MODEL,YEAR,PRICE,TRANSMISSION,MILEAGE,FUEL_TYPE,TAX,MPG,ENGINE_SIZE
CL Class,2017,28649,SEMI-AUTO,30510,PETROL,145,40.9,2
C Class,2016,40999,SEMI-AUTO,19500,PETROL,300,32.8,4
E Class,2017,20599,SEMI-AUTO,21494,DIESEL,145,72.4,2
GLA Class,2015,18599,SEMI-AUTO,24927,DIESEL,125,56.5,2.1
A Class,2019,21795,SEMI-AUTO,11758,PETROL,145,47.9,1.3
CL Class,2019,25495,SEMI-AUTO,4255,PETROL,145,44.8,1.3
B Class,2019,20995,MANUAL,584,PETROL,145,44.8,1.3
GLE Class,2019,56495,SEMI-AUTO,917,PETROL,145,29.5,3
GLE Class,2019,45995,AUTOMATIC,5000,DIESEL,145,36.7,2
CL Class,2019,25745,AUTOMATIC,1706,PETROL,145,44.8,1.3
G Class,2017,71995,AUTOMATIC,38247,PETROL,145,20.5,5.5
GLA Class,2019,24999,SEMI-AUTO,1000,DIESEL,145,64.2,2.1
S Class,2019,67109,SEMI-AUTO,1000,DIESEL,145,52.3,3
E Class,2019,45799,SEMI-AUTO,1000,DIESEL,145,48.7,3
GLA Class,2019,25099,SEMI-AUTO,4891,DIESEL,145,64.2,2.1
C Class,2019,35099,SEMI-AUTO,2512,PETROL,145,44.1,1.5
C Class,2019,33699,SEMI-AUTO,6225,DIESEL,145,55.4,2
C Class,2019,31599,SEMI-AUTO,5800,PETROL,145,46.3,1.5
E Class,2017,21899,SEMI-AUTO,24195,DIESEL,145,65.7,2
C Class,2019,30599,SEMI-AUTO,2259,DIESEL,145,54.3,1.6
C Class,2019,31299,SEMI-AUTO,4831,DIESEL,145,61.4,2
C Class,2019,41949,SEMI-AUTO,8315,PETROL,145,29.7,3
C Class,2019,40649,SEMI-AUTO,11130,PETROL,145,30.4,3
E Class,2019,43999,SEMI-AUTO,9687,PETROL,145,32.5,3
C Class,2016,21999,SEMI-AUTO,20801,DIESEL,30,64.2,2.1
C Class,2017,17099,SEMI-AUTO,15465,DIESEL,145,65.7,2.1
E Class,2017,22199,SEMI-AUTO,13402,DIESEL,145,61.4,2
A Class,2018,20599,SEMI-AUTO,6285,PETROL,145,53.3,1.3
GLC Class,2018,30499,SEMI-AUTO,8995,DIESEL,145,56.5,2.1
A Class,2019,20799,SEMI-AUTO,11452,PETROL,145,53.3,1.3
C Class,2018,29099,SEMI-AUTO,4898,DIESEL,145,54.3,2
CL Class,2018,18049,MANUAL,11822,PETROL,145,51.4,1.6
A Class,2017,15249,MANUAL,30761,DIESEL,145,68.9,1.5
C Class,2019,30949,SEMI-AUTO,2983,DIESEL,145,57.7,2
C Class,2019,20699,SEMI-AUTO,13628,DIESEL,145,61.4,2
GLC Class,2018,32399,SEMI-AUTO,8900,DIESEL,145,56.5,2.1
E Class,2019,38509,SEMI-AUTO,1000,DIESEL,145,57.7,2
GLC Class,2019,36249,SEMI-AUTO,2580,DIESEL,145,44.8,2
C Class,2019,29799,SEMI-AUTO,9959,DIESEL,145,57.7,2
E Class,2017,21499,SEMI-AUTO,24938,DIESEL,145,67.3,2
A Class,2017,14699,MANUAL,17996,DIESEL,145,72.4,1.5
C Class,2019,25199,SEMI-AUTO,15238,DIESEL,145,61.4,2
GLA Class,2016,17999,MANUAL,19885,DIESEL,20,67.3,2.1
E Class,2019,38699,SEMI-AUTO,3878,DIESEL,145,48.7,3
C Class,2019,29749,SEMI-AUTO,10,DIESEL,145,61.4,2
B Class,2019,22499,SEMI-AUTO,13021,PETROL,145,45.6,1.3
E Class,2019,32849,SEMI-AUTO,7669,DIESEL,145,57.7,2
GLC Class,2019,43499,SEMI-AUTO,13075,DIESEL,145,40.4,2
C Class,2019,43049,SEMI-AUTO,7351,PETROL,145,30.4,3
E Class,2019,41799,SEMI-AUTO,7041,DIESEL,145,45.6,3
E Class,2017,20299,SEMI-AUTO,25479,DIESEL,20,72.4,2
GLA Class,2018,26299,SEMI-AUTO,7293,DIESEL,145,56.5,2.1
CL Class,2019,27149,SEMI-AUTO,2000,PETROL,145,38.2,2
C Class,2017,17599,SEMI-AUTO,21516,DIESEL,20,64.2,2.1
C Class,2019,19799,SEMI-AUTO,14272,PETROL,145,46.3,1.5
C Class,2019,30049,SEMI-AUTO,2011,PETROL,145,44.1,2
E Class,2019,26949,SEMI-AUTO,10862,DIESEL,145,67.3,2
E Class,2018,23399,SEMI-AUTO,9729,DIESEL,145,65.7,2
M Class,2015,23249,SEMI-AUTO,30198,DIESEL,300,39.2,3
C Class,2019,25399,SEMI-AUTO,13636,PETROL,145,47.1,1.5
C Class,2019,26249,SEMI-AUTO,8588,PETROL,145,47.1,1.5
C Class,2019,20249,SEMI-AUTO,10918,PETROL,145,46.3,1.5
C Class,2019,19849,SEMI-AUTO,14085,PETROL,145,46.3,1.5
C Class,2019,25599,SEMI-AUTO,12187,PETROL,145,47.1,1.5
C Class,2019,24799,SEMI-AUTO,13012,PETROL,145,46.3,1.5
C Class,2019,24799,SEMI-AUTO,12999,PETROL,145,46.3,1.5
E Class,2019,25699,SEMI-AUTO,12050,DIESEL,145,72.4,2
C Class,2019,25699,SEMI-AUTO,6184,PETROL,145,45.6,1.5
C Class,2019,30399,SEMI-AUTO,9829,DIESEL,145,54.3,2
C Class,2019,20599,SEMI-AUTO,12091,PETROL,145,46.3,1.5
A Class,2019,19649,SEMI-AUTO,9153,DIESEL,145,68.9,1.5
E Class,2019,36099,SEMI-AUTO,8652,DIESEL,145,48.7,3
C Class,2019,25799,SEMI-AUTO,13571,DIESEL,145,61.4,2
C Class,2019,23849,SEMI-AUTO,15499,PETROL,145,46.3,1.5
GLA Class,2019,23299,SEMI-AUTO,7727,DIESEL,145,67.3,2.1
GLA Class,2019,24049,SEMI-AUTO,14723,PETROL,145,50.4,1.6
C Class,2019,20549,SEMI-AUTO,13243,DIESEL,145,61.4,2
GLC Class,2017,27799,SEMI-AUTO,22414,DIESEL,125,56.5,2.1
E Class,2019,33499,SEMI-AUTO,8493,DIESEL,145,57.7,2
E Class,2018,30399,SEMI-AUTO,5789,DIESEL,145,57.7,2
A Class,2018,23399,SEMI-AUTO,2332,PETROL,145,53.3,1.3
E Class,2016,17299,SEMI-AUTO,39765,DIESEL,125,56.5,2.1
C Class,2016,18349,SEMI-AUTO,33456,DIESEL,30,64.2,2.1
E Class,2019,27999,SEMI-AUTO,6374,DIESEL,145,67.3,2
GLC Class,2019,38399,SEMI-AUTO,3772,DIESEL,145,40.9,2
C Class,2019,34499,SEMI-AUTO,2838,PETROL,145,42.2,2
C Class,2019,27699,SEMI-AUTO,5012,DIESEL,145,60.1,1.6
CL Class,2016,17299,SEMI-AUTO,37993,DIESEL,20,67.3,2.1
GLC Class,2019,35099,SEMI-AUTO,5486,DIESEL,145,56.5,2.1
B Class,2018,16299,MANUAL,2300,DIESEL,145,68.9,1.5
C Class,2019,26249,SEMI-AUTO,10785,DIESEL,145,61.4,2
E Class,2017,22789,SEMI-AUTO,7700,DIESEL,145,65.7,2
C Class,2013,12699,AUTOMATIC,23790,DIESEL,145,53.3,2.1
X-CLASS,2018,38995,AUTOMATIC,7820,DIESEL,260,31.4,3
X-CLASS,2019,24945,AUTOMATIC,500,DIESEL,260,35.8,2.3
X-CLASS,2019,24945,AUTOMATIC,500,DIESEL,260,35.8,2.3
X-CLASS,2019,24945,AUTOMATIC,500,DIESEL,260,35.8,2.3
X-CLASS,2019,28945,AUTOMATIC,500,DIESEL,260,35.8,2.3
X-CLASS,2019,28945,AUTOMATIC,500,DIESEL,260,35.8,2.3
X-CLASS,2019,26995,AUTOMATIC,500,DIESEL,260,35.8,2.3
X-CLASS,2019,28945,AUTOMATIC,500,DIESEL,260,35.8,2.3
X-CLASS,2019,26995,AUTOMATIC,500,DIESEL,260,35.8,2.3
X-CLASS,2019,28945,AUTOMATIC,500,DIESEL,260,35.8,2.3
X-CLASS,2019,24945,AUTOMATIC,500,DIESEL,260,35.8,2.3
B Class,2019,27299,SEMI-AUTO,8768,DIESEL,145,54.3,2
GLA Class,2018,22299,SEMI-AUTO,6500,DIESEL,145,67.3,2.1
C Class,2019,23799,SEMI-AUTO,14507,PETROL,145,46.3,1.5
A Class,2019,23299,MANUAL,2078,PETROL,145,47.1,1.3
A Class,2019,23509,SEMI-AUTO,5260,DIESEL,145,67.3,1.5
C Class,2019,31299,SEMI-AUTO,1000,DIESEL,145,51.4,2
A Class,2019,24519,SEMI-AUTO,1000,DIESEL,145,56.5,2
A Class,2019,24519,SEMI-AUTO,1000,DIESEL,145,56.5,2
C Class,2019,36539,SEMI-AUTO,1000,DIESEL,145,55.4,2
A Class,2019,24919,SEMI-AUTO,5000,PETROL,145,53.3,1.3
C Class,2015,16699,SEMI-AUTO,48000,DIESEL,30,64.2,2.1
GLA Class,2016,19849,SEMI-AUTO,10812,DIESEL,30,64.2,2.1
B Class,2019,25699,SEMI-AUTO,12090,DIESEL,150,54.3,2
CLS Class,2015,18099,SEMI-AUTO,38792,DIESEL,125,57.7,2.1
C Class,2016,18349,SEMI-AUTO,22000,DIESEL,30,64.2,2.1
GLA Class,2015,17749,SEMI-AUTO,34012,DIESEL,125,56.5,2.1
B Class,2019,22399,SEMI-AUTO,13969,PETROL,145,45.6,1.3
E Class,2017,22149,SEMI-AUTO,13797,DIESEL,145,61.4,2
A Class,2019,21199,SEMI-AUTO,9869,PETROL,145,53.3,1.3
C Class,2019,27199,SEMI-AUTO,5926,DIESEL,145,56.5,2
C Class,2019,29249,SEMI-AUTO,1768,DIESEL,145,57.7,2
C Class,2018,17999,SEMI-AUTO,15998,DIESEL,145,64.2,2.1
E Class,2017,20999,SEMI-AUTO,43232,DIESEL,145,65.7,2
A Class,2020,24889,SEMI-AUTO,1000,DIESEL,145,62.8,1.5
A Class,2020,24889,SEMI-AUTO,1000,DIESEL,145,62.8,1.5
A Class,2020,24889,SEMI-AUTO,1000,DIESEL,145,62.8,1.5
A Class,2020,24889,SEMI-AUTO,1000,DIESEL,145,62.8,1.5
C Class,2016,19999,SEMI-AUTO,17807,PETROL,125,51.4,2
E Class,2018,33688,SEMI-AUTO,1500,DIESEL,145,42.8,3
A Class,2020,24889,SEMI-AUTO,1000,DIESEL,145,62.8,1.5
GLA Class,2014,16249,SEMI-AUTO,18086,DIESEL,30,62.8,2.1
GLC Class,2019,43299,SEMI-AUTO,9235,DIESEL,150,40.4,2
C Class,2017,24499,SEMI-AUTO,19169,DIESEL,150,67.3,2.1
GLC Class,2019,32500,SEMI-AUTO,3500,DIESEL,150,44.8,2
A Class,2019,20699,SEMI-AUTO,8936,PETROL,150,28.5,1.3
GLC Class,2017,22699,SEMI-AUTO,31995,DIESEL,125,56.5,2.1
E Class,2016,20349,SEMI-AUTO,14391,DIESEL,30,65.7,2
A Class,2017,31989,SEMI-AUTO,29852,PETROL,150,40.9,2
GLC Class,2019,41399,SEMI-AUTO,3183,DIESEL,150,40.4,2
C Class,2019,33799,SEMI-AUTO,5669,DIESEL,150,55.4,2
E Class,2019,24749,SEMI-AUTO,15333,DIESEL,145,72.4,2
C Class,2019,25899,SEMI-AUTO,11151,PETROL,145,44.1,1.5
GLA Class,2019,23099,SEMI-AUTO,15375,DIESEL,145,67.3,2.1
A Class,2019,18849,MANUAL,2000,DIESEL,145,68.9,1.5
C Class,2019,24599,SEMI-AUTO,9888,PETROL,145,46.3,1.5
SL CLASS,2019,29649,SEMI-AUTO,7950,PETROL,145,47.1,2
E Class,2019,37699,SEMI-AUTO,11588,DIESEL,145,48.7,3
C Class,2015,16999,SEMI-AUTO,32119,DIESEL,30,64.2,2.1
C Class,2019,24039,MANUAL,1066,PETROL,145,47.1,1.6
C Class,2016,17799,SEMI-AUTO,47309,DIESEL,30,64.2,2.1
C Class,2017,22999,SEMI-AUTO,26935,DIESEL,20,67.3,2.1
E Class,2016,19799,SEMI-AUTO,5548,DIESEL,125,58.9,2.1
A Class,2019,22299,SEMI-AUTO,2750,DIESEL,145,65.7,1.5
CL Class,2019,20599,MANUAL,4526,PETROL,145,51.4,1.6
A Class,2016,16799,SEMI-AUTO,16145,PETROL,125,52.3,1.6
C Class,2016,21099,SEMI-AUTO,9272,DIESEL,20,67.3,2.1
GLA Class,2018,21399,SEMI-AUTO,17999,DIESEL,150,56.5,2.1
A Class,2016,19999,SEMI-AUTO,14066,DIESEL,125,58.9,2.1
C Class,2019,28749,SEMI-AUTO,13741,DIESEL,145,64.2,2
GLC Class,2019,30649,SEMI-AUTO,5909,DIESEL,145,56.5,2.1
A Class,2016,17749,SEMI-AUTO,42958,DIESEL,20,67.3,2.1
A Class,2017,16099,MANUAL,17930,DIESEL,145,68.9,1.5
C Class,2017,20099,SEMI-AUTO,28408,DIESEL,30,60.1,2.1
A Class,2014,12499,MANUAL,46274,DIESEL,20,70.6,1.5
C Class,2016,15199,SEMI-AUTO,39721,DIESEL,20,64.2,2.1
A Class,2016,13799,MANUAL,23000,DIESEL,20,72.4,1.5
C Class,2016,20299,SEMI-AUTO,35207,DIESEL,20,67.3,2.1
E Class,2017,22499,SEMI-AUTO,19228,DIESEL,145,65.7,2
A Class,2018,17699,MANUAL,6580,PETROL,145,51.4,1.6
GLC Class,2019,37189,SEMI-AUTO,1000,DIESEL,145,40.9,2
A Class,2019,24669,SEMI-AUTO,1000,DIESEL,145,65.7,1.5
GLC Class,2020,39579,SEMI-AUTO,1000,PETROL,145,31.7,2
A Class,2020,25879,SEMI-AUTO,1227,PETROL,145,53.3,1.3
C Class,2016,16499,SEMI-AUTO,35459,DIESEL,20,64.2,2.1
GLC Class,2020,42359,SEMI-AUTO,1000,DIESEL,145,40.4,2
C Class,2020,33469,SEMI-AUTO,1000,DIESEL,145,54.3,1.6
A Class,2020,25729,SEMI-AUTO,1000,PETROL,145,53.3,1.3
A Class,2019,24199,SEMI-AUTO,2885,DIESEL,145,67.3,1.5
B Class,2019,24999,SEMI-AUTO,2900,DIESEL,145,55.4,2
C Class,2019,29399,SEMI-AUTO,283,PETROL,145,42.2,1.6
CL Class,2019,26299,SEMI-AUTO,5716,PETROL,145,38.2,2
CLS Class,2019,40099,SEMI-AUTO,1173,DIESEL,145,48.7,2.9
CL Class,2019,26799,SEMI-AUTO,3569,PETROL,145,38.2,2
A Class,2019,22899,SEMI-AUTO,4264,DIESEL,145,56.5,2
C Class,2017,42299,SEMI-AUTO,18804,PETROL,145,32.8,4
GLA Class,2019,25799,SEMI-AUTO,11910,DIESEL,145,56.5,2.1
A Class,2017,16599,MANUAL,13848,PETROL,125,51.4,1.6
E Class,2019,32949,SEMI-AUTO,9051,DIESEL,145,57.7,2
A Class,2016,16099,SEMI-AUTO,30703,DIESEL,20,68.9,2.1
C Class,2019,29649,SEMI-AUTO,9809,DIESEL,145,57.7,2
A Class,2019,20399,SEMI-AUTO,7370,PETROL,145,28.5,1.3
A Class,2016,16549,SEMI-AUTO,31035,PETROL,125,52.3,1.6
C Class,2017,21449,SEMI-AUTO,35782,DIESEL,125,60.1,2.1
B Class,2019,23899,SEMI-AUTO,2856,DIESEL,145,60.1,1.5
A Class,2019,20599,SEMI-AUTO,10088,PETROL,145,53.3,1.3
E Class,2019,24749,SEMI-AUTO,14207,DIESEL,145,72.4,2
E Class,2019,24749,SEMI-AUTO,14186,DIESEL,145,72.4,2
CL Class,2019,26449,SEMI-AUTO,9859,DIESEL,145,51.4,2.2
E Class,2019,24799,SEMI-AUTO,14143,DIESEL,145,72.4,2
E Class,2019,34999,SEMI-AUTO,14461,DIESEL,145,48.7,3
A Class,2019,19899,MANUAL,11527,PETROL,145,28.5,1.3
GLA Class,2017,21299,SEMI-AUTO,2731,DIESEL,125,56.5,2.1
A Class,2019,24299,SEMI-AUTO,2106,DIESEL,145,67.3,1.5
GLC Class,2019,62499,SEMI-AUTO,7689,PETROL,145,26.4,4
CL Class,2019,26099,SEMI-AUTO,5176,DIESEL,145,51.4,2.2
A Class,2019,24399,SEMI-AUTO,2113,DIESEL,145,56.5,2
E Class,2017,21999,SEMI-AUTO,18406,DIESEL,145,65.7,2
C Class,2019,25389,SEMI-AUTO,1839,PETROL,145,45.6,1.5
SL CLASS,2019,47789,SEMI-AUTO,2000,PETROL,145,36.7,3
A Class,2018,20199,SEMI-AUTO,11331,DIESEL,145,68.9,2.1
C Class,2016,19499,SEMI-AUTO,26000,DIESEL,30,64.2,2.1
A Class,2019,20199,SEMI-AUTO,3653,DIESEL,150,68.9,1.5
GLE Class,2017,28149,SEMI-AUTO,40897,DIESEL,145,42.8,3
C Class,2019,29749,SEMI-AUTO,8559,DIESEL,145,64.2,2
A Class,2019,19649,SEMI-AUTO,9218,DIESEL,145,68.9,1.5
E Class,2019,28449,SEMI-AUTO,12778,DIESEL,145,58.9,2
CL Class,2019,26049,SEMI-AUTO,14067,DIESEL,145,51.4,2.2
C Class,2019,25749,SEMI-AUTO,13807,DIESEL,145,61.4,2
B Class,2017,13449,MANUAL,18683,DIESEL,145,68.9,1.5
C Class,2019,38699,SEMI-AUTO,3668,PETROL,145,30.4,3
E Class,2019,41989,SEMI-AUTO,7604,PETROL,145,32.5,3
E Class,2018,31299,SEMI-AUTO,6500,DIESEL,145,57.7,2
E Class,2017,22549,SEMI-AUTO,11900,DIESEL,145,65.7,2
C Class,2019,29299,SEMI-AUTO,2758,PETROL,145,44.1,2
C Class,2019,40649,SEMI-AUTO,11300,PETROL,145,30.4,3
CL Class,2016,17349,SEMI-AUTO,31808,DIESEL,20,67.3,2.1
C Class,2015,16199,SEMI-AUTO,21539,DIESEL,20,64.2,2.1
C Class,2019,40749,SEMI-AUTO,7749,PETROL,145,30.4,3
GLC Class,2019,45399,SEMI-AUTO,1788,DIESEL,145,40.4,2
A Class,2019,21099,SEMI-AUTO,5475,PETROL,150,53.3,1.3
E Class,2017,19499,SEMI-AUTO,28180,DIESEL,150,72.4,2
B Class,2019,22299,SEMI-AUTO,12410,PETROL,150,45.6,1.3
GLA Class,2016,17799,SEMI-AUTO,23500,DIESEL,20,67.3,2.1
B Class,2016,13999,SEMI-AUTO,40500,DIESEL,20,68.9,2.1
C Class,2019,24299,SEMI-AUTO,9063,DIESEL,145,61.4,2
E Class,2018,23649,SEMI-AUTO,14676,DIESEL,145,72.4,2
C Class,2019,23499,SEMI-AUTO,15242,DIESEL,145,61.4,2
S Class,2019,47749,SEMI-AUTO,11168,DIESEL,145,52.3,3
C Class,2019,29649,SEMI-AUTO,2874,DIESEL,145,57.7,2
B Class,2019,27999,SEMI-AUTO,2475,DIESEL,145,54.3,2
C Class,2019,20999,SEMI-AUTO,13731,DIESEL,145,61.4,2
B Class,2019,22699,SEMI-AUTO,8746,PETROL,145,45.6,1.3
C Class,2019,24049,SEMI-AUTO,12880,DIESEL,145,61.4,2
C Class,2019,25799,SEMI-AUTO,7144,PETROL,145,46.3,1.5
C Class,2019,25299,SEMI-AUTO,10061,PETROL,145,46.3,1.5
A Class,2019,21199,SEMI-AUTO,4784,PETROL,145,53.3,1.3
C Class,2019,19849,SEMI-AUTO,14009,PETROL,145,46.3,1.5
C Class,2019,19849,SEMI-AUTO,13938,PETROL,145,46.3,1.5
E Class,2019,25149,SEMI-AUTO,10807,DIESEL,145,72.4,2
GLA Class,2018,24099,SEMI-AUTO,2900,DIESEL,145,56.5,2.1
C Class,2019,33599,SEMI-AUTO,1000,PETROL,145,44.1,2
S Class,2019,54899,SEMI-AUTO,695,DIESEL,145,52.3,3
C Class,2019,34039,SEMI-AUTO,1000,PETROL,145,44.1,1.5
C Class,2019,33789,SEMI-AUTO,1000,DIESEL,145,61.4,2
C Class,2016,19599,SEMI-AUTO,68770,HYBRID,0,74.3,2.1
A Class,2017,17049,SEMI-AUTO,15001,DIESEL,145,68.9,2.1
SL CLASS,2019,31999,SEMI-AUTO,192,PETROL,145,47.1,2
C Class,2019,25699,SEMI-AUTO,14936,DIESEL,145,61.4,2
C Class,2019,25699,SEMI-AUTO,15067,DIESEL,145,61.4,2
E Class,2018,22499,SEMI-AUTO,15961,DIESEL,145,72.4,2
GLC Class,2019,44499,SEMI-AUTO,10000,PETROL,145,34,3
C Class,2017,14999,SEMI-AUTO,35600,PETROL,145,50.4,2
C Class,2019,29999,SEMI-AUTO,6266,DIESEL,145,57.7,2
C Class,2016,14499,SEMI-AUTO,42500,DIESEL,20,65.7,2.1
GLA Class,2019,22199,SEMI-AUTO,12117,DIESEL,150,67.3,2.1
SLK,2014,11699,AUTOMATIC,30769,DIESEL,145,56.5,2
GLA Class,2015,16199,MANUAL,15546,DIESEL,20,64.2,2.1
GLA Class,2016,14799,MANUAL,47965,DIESEL,20,67.3,2.1
GLC Class,2018,26399,SEMI-AUTO,13900,PETROL,145,37.2,2
E Class,2017,23899,SEMI-AUTO,25479,DIESEL,145,65.7,2
E Class,2017,21099,SEMI-AUTO,38488,DIESEL,145,65.7,2
C Class,2017,34849,SEMI-AUTO,5376,PETROL,145,35.3,3
E Class,2017,21399,SEMI-AUTO,18941,DIESEL,145,72.4,2
C Class,2017,15699,MANUAL,15252,PETROL,145,53.3,2
A Class,2016,15499,MANUAL,7772,DIESEL,20,72.4,1.5
GLA Class,2019,23199,SEMI-AUTO,14858,DIESEL,145,67.3,2.1
E Class,2019,24449,SEMI-AUTO,14313,DIESEL,145,72.4,2
E Class,2019,24349,SEMI-AUTO,15189,DIESEL,145,72.4,2
E Class,2019,28899,SEMI-AUTO,13828,DIESEL,145,58.9,2
C Class,2019,24249,SEMI-AUTO,15764,PETROL,145,44.1,1.5
B Class,2019,22299,SEMI-AUTO,12451,PETROL,145,45.6,1.3
E Class,2019,25899,AUTOMATIC,11959,DIESEL,145,72.4,2
E Class,2019,26099,SEMI-AUTO,9401,DIESEL,145,72.4,2
E Class,2018,29499,SEMI-AUTO,6841,DIESEL,150,57.7,2
C Class,2019,34499,SEMI-AUTO,3822,PETROL,145,44.1,2
C Class,2019,30249,SEMI-AUTO,10525,DIESEL,145,54.3,2
CL Class,2019,30299,SEMI-AUTO,7772,PETROL,145,40.4,2
GLE Class,2019,46549,SEMI-AUTO,8207,DIESEL,145,36.7,2
GLA Class,2019,23099,SEMI-AUTO,13723,DIESEL,145,67.3,2.1
GLC Class,2019,32049,SEMI-AUTO,10698,DIESEL,145,42.2,2.1
C Class,2019,21449,SEMI-AUTO,20480,PETROL,145,46.3,1.5
C Class,2019,19899,SEMI-AUTO,13516,PETROL,145,46.3,1.5
C Class,2019,19599,SEMI-AUTO,15669,PETROL,145,46.3,1.5
E Class,2019,24449,SEMI-AUTO,13679,DIESEL,145,72.4,2
CLS Class,2019,38899,SEMI-AUTO,7937,DIESEL,145,48.7,2.9
A Class,2019,22199,SEMI-AUTO,2889,DIESEL,145,65.7,1.5
E Class,2019,36749,SEMI-AUTO,2422,DIESEL,145,48.7,3
SL CLASS,2016,30389,SEMI-AUTO,46000,PETROL,235,36.7,3
B Class,2019,22299,SEMI-AUTO,12406,PETROL,145,45.6,1.3
B Class,2019,22499,SEMI-AUTO,12706,PETROL,145,45.6,1.3
E Class,2017,20899,SEMI-AUTO,28878,DIESEL,145,72.4,2
C Class,2019,23199,MANUAL,2000,DIESEL,145,65.7,1.6
SL CLASS,2019,29799,SEMI-AUTO,2000,PETROL,145,47.1,2
E Class,2018,34199,SEMI-AUTO,18331,DIESEL,145,41.5,3
C Class,2019,25499,SEMI-AUTO,16121,DIESEL,145,61.4,2
C Class,2019,20999,SEMI-AUTO,12394,DIESEL,145,61.4,2
C Class,2018,18449,SEMI-AUTO,6501,DIESEL,145,65.7,1.6
A Class,2018,17299,SEMI-AUTO,12450,PETROL,145,52.3,1.6
C Class,2015,14899,SEMI-AUTO,46000,DIESEL,20,64.2,2.1
E Class,2017,22499,SEMI-AUTO,21301,DIESEL,145,65.7,2
GLC Class,2019,32199,SEMI-AUTO,9418,DIESEL,145,41.5,2.1
E Class,2019,38899,SEMI-AUTO,2247,DIESEL,145,48.7,3
C Class,2019,29699,SEMI-AUTO,5766,DIESEL,145,61.4,2
C Class,2019,25599,SEMI-AUTO,15391,DIESEL,145,61.4,2
E Class,2017,19999,SEMI-AUTO,41620,DIESEL,145,72.4,2
C Class,2018,23899,SEMI-AUTO,11896,PETROL,145,46.3,1.5
C Class,2019,28999,SEMI-AUTO,5789,DIESEL,145,61.4,2
C Class,2019,28999,SEMI-AUTO,4606,DIESEL,145,61.4,2
C Class,2019,28799,SEMI-AUTO,2000,DIESEL,145,61.4,2
E Class,2019,26199,SEMI-AUTO,2000,DIESEL,145,72.4,2
CL Class,2020,28319,SEMI-AUTO,1000,PETROL,145,44.1,1.3
C Class,2017,27699,SEMI-AUTO,33475,PETROL,260,36.2,3
GLC Class,2015,23549,SEMI-AUTO,38254,DIESEL,125,56.5,2.1
CLS Class,2016,20699,SEMI-AUTO,23629,DIESEL,145,56.5,2.1
C Class,2019,25749,SEMI-AUTO,13894,DIESEL,145,61.4,2
C Class,2019,26299,SEMI-AUTO,8214,PETROL,145,47.1,1.5
C Class,2019,25949,SEMI-AUTO,10272,PETROL,145,47.1,1.5
C Class,2019,26449,SEMI-AUTO,7382,PETROL,145,47.1,1.5
E Class,2019,24349,SEMI-AUTO,14522,DIESEL,145,72.4,2
GLC Class,2019,31649,SEMI-AUTO,4086,PETROL,145,43.5,2
C Class,2016,20199,SEMI-AUTO,34400,DIESEL,20,67.3,2.1
E Class,2016,20049,SEMI-AUTO,24242,DIESEL,20,72.4,2
GLA Class,2016,17999,SEMI-AUTO,36249,DIESEL,125,56.6,2.1
C Class,2019,25249,SEMI-AUTO,10597,PETROL,145,46.3,1.5
C Class,2019,31999,SEMI-AUTO,2570,DIESEL,145,57.7,2
A Class,2019,21399,SEMI-AUTO,9085,PETROL,145,53.3,1.3
GLA Class,2019,23799,SEMI-AUTO,7836,DIESEL,145,67.3,2.1
CLS Class,2019,44999,SEMI-AUTO,6465,DIESEL,145,47.9,2.9
CLS Class,2019,44599,SEMI-AUTO,6056,DIESEL,145,47.9,2.9
E Class,2019,24999,SEMI-AUTO,7773,DIESEL,145,67.3,2
E Class,2015,16999,SEMI-AUTO,16688,DIESEL,125,61.4,2.1
GLC Class,2019,30199,SEMI-AUTO,4102,DIESEL,145,56.5,2.1
A Class,2019,23699,SEMI-AUTO,7645,DIESEL,145,62.8,1.5
C Class,2017,22399,SEMI-AUTO,19906,PETROL,160,43.5,2
GLA Class,2017,20699,SEMI-AUTO,15169,DIESEL,145,56.5,2.1
C Class,2017,23999,SEMI-AUTO,21212,DIESEL,150,67.3,2.1
GLE Class,2019,49199,SEMI-AUTO,6785,DIESEL,150,36.7,3
GLA Class,2019,26599,SEMI-AUTO,2000,PETROL,150,36.2,1.6
A Class,2019,25399,SEMI-AUTO,4059,PETROL,150,28.5,2
C Class,2019,31199,SEMI-AUTO,2000,PETROL,150,44.1,1.5
GLE Class,2019,53199,SEMI-AUTO,2504,DIESEL,150,32.8,2.9
A Class,2019,34799,SEMI-AUTO,3778,PETROL,150,35.3,2
CL Class,2019,26049,SEMI-AUTO,14042,DIESEL,150,51.4,2.2
CL Class,2019,26349,SEMI-AUTO,10893,DIESEL,150,51.4,2.2
E Class,2019,37299,SEMI-AUTO,14031,DIESEL,145,48.7,3
E Class,2019,28799,SEMI-AUTO,12236,DIESEL,145,58.9,2
E Class,2017,21599,SEMI-AUTO,28234,DIESEL,145,65.7,2
E Class,2017,18999,SEMI-AUTO,50000,DIESEL,145,72.4,2
E Class,2017,20699,SEMI-AUTO,26442,DIESEL,145,72.4,2
E Class,2017,22499,SEMI-AUTO,19493,DIESEL,145,65.7,2
C Class,2019,26499,SEMI-AUTO,11700,PETROL,145,47.1,1.5
C Class,2019,24399,SEMI-AUTO,15028,PETROL,145,46.3,1.5
C Class,2019,28299,SEMI-AUTO,5005,DIESEL,145,56.5,2
